320.15,16793
320.15,22809
320.15,24162
320.15,25736
320.15,25784
320.15,26973
320.15,27411
320.15,27848
320.15,27876
320.15,28838
320.15,34475
320.15,353922
320.15,35716
320.15,36332
320.15,39351
320.15,422140
320.15,44240
320.15,52975
320.1,558684
320.15,63306
320.15,658285
320.1,5820
320.15,9237
320.1,7038
320.1,7490
320.1,7493
320.1,7876
320.1,7889
320.1,810046
320.1,8158
320.1,9522
320.2,11055
320.2,13050
320.2,13346
320.2,14278
320.2,14573
320.2,14583
320.2,158388
320.2,177853
320.2,19748
320.2,21332
320.2,21859
320.2,21868
320.2,25626
320.2,28764
320.2,28895
320.2,28937
320.2,32747
320.2,34921
320.2,3903
320.2,46073
320.25,13038
320.25,13903
320.25,14588
320.25,14678
320.25,149035
320.25,16227
320.25,18510
320.25,21960
320.25,24197
320.25,25467
320.25,27474
320.25,27561
320.25,30096
320.25,330779
320.25,50401
320.25,5660
320.25,5840
320.25,67980
320.25,7483
320.2,5780
320.25,783650
320.25,8456
320.25,8566
320.25,8825
320.2,8328
320.2,8509
320.2,8974
320.3,10089
320.3,12866
320.3,13375
320.3,14122
320.3,14345
320.3,17340
320.3,18705
320.3,20752
320.3,21380
320.3,27014
320.3,28007
320.3,35453
320.3,39581
320.3,41855
320.3,4840418
320.35,15425
320.35,17939
320.35,25443
320.35,32002
320.3,5364
320.35,5051844
320.35,731786
320.35,7415
320.35,8081
320.3,9839
320.4,11088
320.4,117829
320.4,13314
320.4,14648
320.4,16231
320.4,21317
320.4,24372
320.4,35268
320.4,37149
320.45,11026
320.45,11458
320.45,13944
320.45,19847
320.45,25416
320.45,25848
320.45,27313
320.45,30376
320.45,44755
320.45,5060
320.45,5639
320.45,5879
320.45,6132
320.45,8750
320.4,6023
320.4,6381
320.4,71208
320.4,8024
320.4,9108
320.4,9727
320.4,9898
320.5,10692
320.5,122287
320.5,13449
320.5,13892
320.5,19096
320.5,19253
320.5,20197
320.5,27398
320.5,29036
320.5,33266
320.5,335442
320.5,3684
320.5,37647
320.5,43371
320.5,4846
320.55,10024
320.55,10608
320.55,10684
320.55,110085
320.55,11971
320.55,122729
320.55,28987
320.55,30044
320.55,32736
320.5,5429
320.55,43960
320.55,7506
320.55,7559
320.55,8241
320.55,8984
320.55,9469
320.5,6043
320.5,61209
320.5,6568
320.5,6749
320.5,7175
320.5,8070
320.5,8093
320.5,84372
320.5,8879
320.5,9095
320.6,11078
320.6,12000
320.6,14407
320.6,14574
320.6,14904
320.6,16328
320.6,23482
320.6,23550
320.6,27044
320.6,27912
320.65,10122
320.65,10915
320.65,11674
320.65,124474
320.65,15743
320.65,26212
320.6,5427034
320.6,75738
320.6,7726
320.6,95174
320.6,9592
320.7,12186
320.7,134670
320.7,146731
320.7,15628
320.7,17392
320.7,21070
320.7,26424
320.7,28801
320.7,36406
320.7,47257
320.75,125251
320.75,14047
320.75,14827
320.75,15670
320.75,17435
320.75,19219
320.75,19706
320.75,20168
320.75,21693
320.75,24214
320.75,26208
320.75,26703
320.75,28309
320.75,28405
320.75,28462
320.75,37836
320.75,5056618
320.75,5763
320.75,8263
320.75,8265
320.75,8694
320.75,8845
320.75,9313
320.7,7175
320.7,7419
320.7,8409
320.8,10455
320.8,10457
320.8,10459
